OBJECTID	STATEFP	COUNTYFP	TRACTCE	GEOID	NAMELSAD	MTFCC	FUNCSTAT	ALAND	AWATER	INTPTLAT	INTPTLON	Tract_Name	NAME	SOCIOECON	HSECOMP	MINLANG	HSETRANS	OVERALL
310	72	11	810400	72011810400	Census Tract 8104	G5020	S	631919	0	18.2824783	-67.14179	Census Tract 8104	Añasco	0.5542	0.8257	0.2398	0.4298	0.526
311	72	11	810300	72011810300	Census Tract 8103	G5020	S	781858	0	18.2888815	-67.1385599	Census Tract 8103	Añasco	0.2375	0.8925	0.3099	0.1391	0.2805
312	72	21	31401	72021031401	Census Tract 314.01	G5020	S	643908	0	18.3786818	-66.1645213	Census Tract 314.01	Bayamón	0.3868	0.7319	0.5101	0.9128	0.742
313	72	27	320402	72027320402	Census Tract 3204.02	G5020	S	10201686	0	18.4487905	-66.84195	Census Tract 3204.02	Camuy	0.3676	0.1595	0.5033	0.0531	0.121
314	72	127	2200	72127002200	Census Tract 22	G5020	S	237956	0	18.4444934	-66.0715373	Census Tract 22	San Juan	0.4886	0.2771	0.4095	0.7092	0.4332
315	72	127	2300	72127002300	Census Tract 23	G5020	S	333961	0	18.442802	-66.0674123	Census Tract 23	San Juan	0.8167	0.0192	0.1391	0.8721	0.4106
316	72	127	2400	72127002400	Census Tract 24	G5020	S	448566	0	18.4415594	-66.0601671	Census Tract 24	San Juan	0.6459	0.2466	0.2771	0.9694	0.5622
317	72	127	2500	72127002500	Census Tract 25	G5020	S	211621	0	18.4462642	-66.0607663	Census Tract 25	San Juan	0.8733	0.2714	0.5158	0.4558	0.5509
318	72	127	2900	72127002900	Census Tract 29	G5020	S	208772	83531	18.4432998	-66.0439783	Census Tract 29	San Juan	0.9479	0.4513	0.9694	0.8552	0.9558
319	72	127	3100	72127003100	Census Tract 31	G5020	S	208943	0	18.442851	-66.0510953	Census Tract 31	San Juan	0.8699	0.0486	0.9309	0.4083	0.6255
320	72	127	4400	72127004400	Census Tract 44	G5020	S	330797	14886	18.4298822	-66.0556148	Census Tract 44	San Juan	0.9785	0.2081	0.9072	0.6515	0.8303
321	72	127	4600	72127004600	Census Tract 46	G5020	S	452472	24825	18.4261477	-66.0438655	Census Tract 46	San Juan	0.8461	0.5248	0.3178	0.8054	0.7217
322	72	127	4700	72127004700	Census Tract 47	G5020	S	740141	830498	18.4225889	-66.0335098	Census Tract 47	San Juan	0.6764	0.7036	0.8608	0.7941	0.9117
323	72	127	5000	72127005000	Census Tract 50	G5020	S	920837	429009	18.4115507	-66.0244608	Census Tract 50	San Juan	0.9762	0.8699	0.3382	0.8574	0.9151
324	72	127	5101	72127005101	Census Tract 51.01	G5020	S	560321	0	18.4095599	-66.0183921	Census Tract 51.01	San Juan	0.5667	0.4807	0.2771	0.6934	0.5045
325	72	127	10012	72127010012	Census Tract 100.12	G5020	S	1542437	0	18.3649637	-66.0402311	Census Tract 100.12	San Juan	0.2692	0.7613	0.1278	0.8619	0.5079
326	72	127	5102	72127005102	Census Tract 51.02	G5020	S	620370	0	18.4013276	-66.0169952	Census Tract 51.02	San Juan	0.9875	0.802	0.3235	0.8959	0.9061
327	72	127	5103	72127005103	Census Tract 51.03	G5020	S	707974	0	18.4008708	-66.0235303	Census Tract 51.03	San Juan	0.7239	0.8337	0.5282	0.9513	0.9128
328	72	127	5201	72127005201	Census Tract 52.01	G5020	S	484756	0	18.4056123	-65.9994339	Census Tract 52.01	San Juan	0.4355	0.7816	0.0667	0.3676	0.319
329	72	127	5202	72127005202	Census Tract 52.02	G5020	S	550894	71	18.4085944	-66.0045868	Census Tract 52.02	San Juan	0.4219	0.4411	0.3212	0.7251	0.4479
330	72	127	5204	72127005204	Census Tract 52.04	G5020	S	682526	0	18.4002973	-66.0023983	Census Tract 52.04	San Juan	0.3088	0.38	0.2285	0.1843	0.1266
331	72	119	130602	72119130602	Census Tract 1306.02	G5020	S	52034176	13728	18.3185475	-65.8047692	Census Tract 1306.02	Río Grande	0.3404	0.2285	0.4649	0.4943	0.2601
332	72	119	130102	72119130102	Census Tract 1301.02	G5020	S	16450290	4187483	18.3971147	-65.7965093	Census Tract 1301.02	Río Grande	0.2239	0.3359	0.1165	0.8687	0.2692
333	72	119	130402	72119130402	Census Tract 1304.02	G5020	S	5219552	0	18.3725857	-65.8551229	Census Tract 1304.02	Río Grande	0.4909	0.5746	0.8597	0.1142	0.518
334	72	119	130101	72119130101	Census Tract 1301.01	G5020	S	6561574	652534	18.3777015	-65.7692098	Census Tract 1301.01	Río Grande	0.4151	0.8914	0.759	0.6153	0.7963
335	72	119	130401	72119130401	Census Tract 1304.01	G5020	S	3878040	0	18.3677682	-65.8664783	Census Tract 1304.01	Río Grande	0.3122	0.3744	0.3144	0.2058	0.1651
336	72	139	60104	72139060104	Census Tract 601.04	G5020	S	3347284	65144	18.3657571	-65.9984214	Census Tract 601.04	Trujillo Alto	0.0011	0.0893	0.2126	0.5203	0.0656
337	72	139	60404	72139060404	Census Tract 604.04	G5020	S	2228338	132486	18.3537858	-65.995406	Census Tract 604.04	Trujillo Alto	0.0124	0.1085	0.0248	0.0463	0.0033
338	72	139	60401	72139060401	Census Tract 604.01	G5020	S	6179866	414859	18.3264307	-66.0061641	Census Tract 604.01	Trujillo Alto	0.4581	0.5712	0.8834	0.9558	0.8755
339	72	139	60103	72139060103	Census Tract 601.03	G5020	S	1093515	2696	18.3766399	-65.9995655	Census Tract 601.03	Trujillo Alto	0.1312	0.6911	0.6504	0.9434	0.6934
340	72	127	5300	72127005300	Census Tract 53	G5020	S	533218	0	18.4030223	-65.9944163	Census Tract 53	San Juan	0.5248	0.4739	0.2319	0.483	0.3552
341	72	35	260902	72035260902	Census Tract 2609.02	G5020	S	44548435	7710	18.0737162	-66.1715553	Census Tract 2609.02	Cayey	0.4298	0.4819	0.7929	0.0418	0.3687
342	72	35	260901	72035260901	Census Tract 2609.01	G5020	S	13050220	0	18.1024489	-66.1345479	Census Tract 2609.01	Cayey	0.0542	0.5554	0.2171	0.0294	0.0701
343	72	129	220502	72129220502	Census Tract 2205.02	G5020	S	9600373	8217	18.164886	-65.9891563	Census Tract 2205.02	San Lorenzo	0.2884	0.1708	0.6052	0.0475	0.1289
344	72	129	220501	72129220501	Census Tract 2205.01	G5020	S	9947223	6081	18.1698149	-66.0050918	Census Tract 2205.01	San Lorenzo	0.3518	0.0803	0.9253	0.1889	0.2714
345	72	23	830604	72023830604	Census Tract 8306.04	G5020	S	28863237	4904781	18.007866	-67.1646319	Census Tract 8306.04	Cabo Rojo	0.6221	0.0328	0.5305	0.9705	0.5735
346	72	23	980000	72023980000	Census Tract 9800	G5020	S	4912039	12647782	17.9436853	-67.1916529	Census Tract 9800	San Juan	0.4762	0	0.216	0.4796	0.1527
347	72	23	830102	72023830102	Census Tract 8301.02	G5020	S	14664231	446	18.0837306	-67.1233601	Census Tract 8301.02	Cabo Rojo	0.19	0.7375	0.7375	0.3834	0.5248
348	72	23	830101	72023830101	Census Tract 8301.01	G5020	S	15319013	6553	18.0535087	-67.1297161	Census Tract 8301.01	Cabo Rojo	0.6018	0.2386	0.5972	0.3359	0.38
349	72	23	830603	72023830603	Census Tract 8306.03	G5020	S	49876301	1835633	17.9855299	-67.1435868	Census Tract 8306.03	Cabo Rojo	0.8506	0.6312	0.2126	0.9015	0.7624
350	72	127	5401	72127005401	Census Tract 54.01	G5020	S	2299983	331	18.389077	-66.0063259	Census Tract 54.01	San Juan	0.1029	0.9796	0.0395	0.7545	0.4298
351	72	127	5500	72127005500	Census Tract 55	G5020	S	1126616	0	18.3921677	-66.0230798	Census Tract 55	San Juan	0.7047	0.6357	0.1719	0.914	0.7013
352	72	139	60403	72139060403	Census Tract 604.03	G5020	S	4818932	0	18.343967	-65.9823961	Census Tract 604.03	Trujillo Alto	0.0294	0.1346	0.0463	0.1595	0.0158
353	72	91	570300	72091570300	Census Tract 5703	G5020	S	900352	0	18.4273056	-66.4899997	Census Tract 5703	Manatí	0.8687	0.6515	0.311	0.9988	0.8585
354	72	91	570400	72091570400	Census Tract 5704	G5020	S	1033574	219	18.431295	-66.4771453	Census Tract 5704	Manatí	0.7839	0.9083	0.3303	0.9389	0.8981
355	72	91	570500	72091570500	Census Tract 5705	G5020	S	4204747	216	18.4341713	-66.4601991	Census Tract 5705	Manatí	0.069	0.4762	0.3619	0.3812	0.1877
356	72	91	570600	72091570600	Census Tract 5706	G5020	S	1221419	0	18.4197083	-66.4845474	Census Tract 5706	Manatí	0.6628	0.6753	0.4038	0.9276	0.7929
357	72	115	330400	72115330400	Census Tract 3304	G5020	S	26992127	1023482	18.4132444	-66.9126246	Census Tract 3304	Quebradillas	0.1436	0.3461	0.8371	0.3733	0.3438
358	72	115	330300	72115330300	Census Tract 3303	G5020	S	13428516	132484	18.4420568	-66.9507321	Census Tract 3303	Quebradillas	0.5124	0.5056	0.2975	0.0497	0.2013
359	72	115	330200	72115330200	Census Tract 3302	G5020	S	5892639	23429	18.4690885	-66.9425058	Census Tract 3302	Quebradillas	0.9513	0.94	0.7522	0.75	0.9762
360	72	127	9603	72127009603	Census Tract 96.03	G5020	S	749700	0	18.3726633	-66.0627629	Census Tract 96.03	San Juan	0.1289	0.1108	0.2285	0.2081	0.0418
361	72	127	9614	72127009614	Census Tract 96.14	G5020	S	749158	0	18.3650859	-66.0674358	Census Tract 96.14	San Juan	0.0316	0.0904	0.1515	0.0701	0.0113
362	72	127	9624	72127009624	Census Tract 96.24	G5020	S	1267316	0	18.3634423	-66.0751331	Census Tract 96.24	San Juan	0.276	0.4095	0.13	0.4762	0.1889
363	72	127	5601	72127005601	Census Tract 56.01	G5020	S	656779	0	18.4035098	-66.0340008	Census Tract 56.01	San Juan	0.3031	0.4649	0.1074	0.6278	0.2488
364	72	127	5602	72127005602	Census Tract 56.02	G5020	S	615816	527	18.3975683	-66.0278609	Census Tract 56.02	San Juan	0.7409	0.9117	0.1142	0.9773	0.8291
365	72	127	5800	72127005800	Census Tract 58	G5020	S	1649947	0	18.4072176	-66.0440822	Census Tract 58	San Juan	0.535	0.4332	0.1176	0.7511	0.4061
366	72	127	5900	72127005900	Census Tract 59	G5020	S	226036	0	18.4161176	-66.0380368	Census Tract 59	San Juan	0.7986	0.4049	0.2805	0.1628	0.3167
367	72	127	6000	72127006000	Census Tract 60	G5020	S	328672	1097	18.4198448	-66.0412342	Census Tract 60	San Juan	0.8122	0.1606	0.8144	0.8314	0.7714
368	72	127	6102	72127006102	Census Tract 61.02	G5020	S	514983	0	18.4119767	-66.0511666	Census Tract 61.02	San Juan	0.6119	0.3427	0.0633	1	0.5045
369	72	127	6200	72127006200	Census Tract 62	G5020	S	264292	0	18.4197166	-66.0479455	Census Tract 62	San Juan	0.6776	0.6289	0.1979	0.9298	0.7036
370	72	127	6300	72127006300	Census Tract 63	G5020	S	1056543	0	18.4224599	-66.0526423	Census Tract 63	San Juan	0.1617	0.2511	0.1923	0.828	0.2251
371	72	97	82102	72097082102	Census Tract 821.02	G5020	S	2049486	303571	18.184702	-67.1556096	Census Tract 821.02	Mayagüez	0.9932	0.9309	0.5361	0.7319	0.949
372	72	97	82103	72097082103	Census Tract 821.03	G5020	S	1787137	0	18.1775406	-67.1448608	Census Tract 821.03	Mayagüez	0.8359	0.9196	0.5124	0.8099	0.9242
373	72	97	82104	72097082104	Census Tract 821.04	G5020	S	525085	0	18.182929	-67.1386828	Census Tract 821.04	Mayagüez	0.7171	0.9389	0.526	0.3257	0.7262
374	72	45	952100	72045952100	Census Tract 9521	G5020	S	26534645	1356	18.211086	-66.21107	Census Tract 9521	Comerío	0.6753	0.2228	0.5599	0.1719	0.3099
375	72	97	80100	72097080100	Census Tract 801	G5020	S	808416	16721	18.2074918	-67.1392896	Census Tract 801	Mayagüez	0.4977	0.0248	0.4332	0.9739	0.4558
376	72	97	80200	72097080200	Census Tract 802	G5020	S	956855	18763	18.211438	-67.1493435	Census Tract 802	Mayagüez	0.7771	0.6221	0.3846	0.8699	0.7884
377	72	97	80500	72097080500	Census Tract 805	G5020	S	215534	0	18.2015709	-67.1466587	Census Tract 805	Mayagüez	0.7748	0.9728	0.4015	0.8891	0.914
378	72	97	80600	72097080600	Census Tract 806	G5020	S	564815	454	18.2025242	-67.1420616	Census Tract 806	Mayagüez	0.802	0.0011	0.2386	0.9264	0.4796
379	72	97	80900	72097080900	Census Tract 809	G5020	S	207821	0	18.1978496	-67.1324514	Census Tract 809	Mayagüez	1	0.4762	0.7205	0.0599	0.6221
380	72	97	81100	72097081100	Census Tract 811	G5020	S	230136	0	18.1960683	-67.1419731	Census Tract 811	Mayagüez	0.8868	0.9909	0.6662	0.9219	0.9875
381	72	97	81200	72097081200	Census Tract 812	G5020	S	1119096	265604	18.1965177	-67.1522249	Census Tract 812	Mayagüez	0.9739	0.9649	0.9807	0.8823	1
382	72	45	951900	72045951900	Census Tract 9519	G5020	S	2481175	14323	18.2168138	-66.2376212	Census Tract 9519	Comerío	0.7907	0.6764	0.7884	0.4366	0.8009
383	72	45	951800	72045951800	Census Tract 9518	G5020	S	21703802	68767	18.2210098	-66.2512856	Census Tract 9518	Comerío	0.7002	0.5384	0.7816	0.1244	0.5656
384	72	45	952000	72045952000	Census Tract 9520	G5020	S	1130621	28246	18.2185358	-66.2223856	Census Tract 9520	Comerío	0.9151	0.9208	0.9004	0.7579	0.992
385	72	45	951700	72045951700	Census Tract 9517	G5020	S	21706945	207047	18.2517732	-66.2164057	Census Tract 9517	Comerío	0.8529	0.8676	0.7115	0.4592	0.8789
386	72	151	951100	72151951100	Census Tract 9511	G5020	S	1304833	278	18.0425341	-65.8782013	Census Tract 9511	Yabucoa	0.5395	0.6221	0.776	0.2556	0.5904
387	72	27	320500	72027320500	Census Tract 3205	G5020	S	45156227	3435	18.4126001	-66.8639259	Census Tract 3205	Camuy	0.7013	0.6481	0.8529	0.7443	0.8959
388	72	27	320300	72027320300	Census Tract 3203	G5020	S	22230881	2938	18.449862	-66.8780851	Census Tract 3203	Camuy	0.5791	0.0622	0.8133	0.2024	0.3235
389	72	27	320100	72027320100	Census Tract 3201	G5020	S	1853494	907779	18.4881697	-66.8459757	Census Tract 3201	Camuy	0.7115	0.7477	0.1866	0.6459	0.647
390	72	13	300500	72013300500	Census Tract 3005	G5020	S	536914	445950	18.4733598	-66.7160639	Census Tract 3005	Arecibo	0.9434	0.5622	0.5045	0.7262	0.8201
391	72	13	300700	72013300700	Census Tract 3007	G5020	S	815283	1360889	18.4749838	-66.723599	Census Tract 3007	Arecibo	0.7624	0.819	0.1662	0.8812	0.776
392	72	13	301900	72013301900	Census Tract 3019	G5020	S	78278054	1510463	18.377494	-66.6798495	Census Tract 3019	Arecibo	0.7533	0.1527	0.8099	0.7036	0.699
393	72	13	301800	72013301800	Census Tract 3018	G5020	S	25891517	32792	18.3641722	-66.7484191	Census Tract 3018	Arecibo	0.6052	0.7341	0.457	0.6742	0.7115
394	72	13	301000	72013301000	Census Tract 3010	G5020	S	3765433	1547804	18.4759756	-66.7591439	Census Tract 3010	Arecibo	0.2443	0.621	0.4513	0.2285	0.2703
395	72	13	302300	72013302300	Census Tract 3023	G5020	S	38740623	20241	18.3442636	-66.6158372	Census Tract 3023	Arecibo	0.388	0.5904	0.8438	0.5158	0.6662
396	72	13	301600	72013301600	Census Tract 3016	G5020	S	25667301	259642	18.4228366	-66.7203054	Census Tract 3016	Arecibo	0.6821	0.2726	0.3755	0.2737	0.2975
397	72	13	300800	72013300800	Census Tract 3008	G5020	S	1707753	0	18.4692455	-66.7430469	Census Tract 3008	Arecibo	0.6549	0.8088	0.1493	0.8235	0.7047
398	72	13	300200	72013300200	Census Tract 3002	G5020	S	18017295	4586822	18.4808245	-66.6404603	Census Tract 3002	Arecibo	0.6233	0.3178	0.6957	0.1866	0.4004
399	72	13	300400	72013300400	Census Tract 3004	G5020	S	1835487	2934457	18.4797805	-66.6947682	Census Tract 3004	Arecibo	0.8042	0.302	0.6052	0.3223	0.5135
400	72	73	956000	72073956000	Census Tract 9560	G5020	S	51170199	2916	18.2457013	-66.578088	Census Tract 9560	Jayuya	0.259	0.6165	0.707	0.2669	0.4128
401	72	73	956200	72073956200	Census Tract 9562	G5020	S	62697263	175	18.1838147	-66.5935943	Census Tract 9562	Jayuya	0.8427	0.4581	0.8235	0.6063	0.8178
402	72	73	956100	72073956100	Census Tract 9561	G5020	S	1473081	0	18.218577	-66.6013587	Census Tract 9561	Jayuya	0.3597	0.8789	0.7579	0.9411	0.8925
403	72	13	301100	72013301100	Census Tract 3011	G5020	S	7055268	746	18.4479903	-66.7578458	Census Tract 3011	Arecibo	0.1233	0.2183	0.1538	0.5757	0.1187
404	72	13	301200	72013301200	Census Tract 3012	G5020	S	1965042	0	18.4569941	-66.7344418	Census Tract 3012	Arecibo	0.9852	0.5927	0.5214	0.7613	0.8699
405	72	13	301300	72013301300	Census Tract 3013	G5020	S	1109631	0	18.4666974	-66.7275776	Census Tract 3013	Arecibo	0.9287	0.828	0.4321	0.9049	0.9298
406	72	13	301400	72013301400	Census Tract 3014	G5020	S	873592	6683	18.4582794	-66.7223863	Census Tract 3014	Arecibo	0.8619	0.5757	0.7126	0.1108	0.6278
407	72	13	301500	72013301500	Census Tract 3015	G5020	S	5650873	0	18.4451132	-66.7365881	Census Tract 3015	Arecibo	0.2692	0.4886	0.6436	0.6708	0.5328
408	72	111	730800	72111730800	Census Tract 7308	G5020	S	23174989	11563032	17.9962893	-66.7243925	Census Tract 7308	Peñuelas	0.44	0.1628	0.6436	0.2839	0.2624
409	72	13	301700	72013301700	Census Tract 3017	G5020	S	17355335	20856	18.4015959	-66.7428114	Census Tract 3017	Arecibo	0.5916	0.1493	0.6108	0.1832	0.2647
410	72	13	302000	72013302000	Census Tract 3020	G5020	S	6562479	419	18.4267173	-66.6694231	Census Tract 3020	Arecibo	0.3133	0.5814	0.6923	0.2217	0.3947
411	72	13	302100	72013302100	Census Tract 3021	G5020	S	15750112	0	18.416798	-66.6471088	Census Tract 3021	Arecibo	0.5271	0.1549	0.6572	0.3766	0.3574
412	72	61	40302	72061040302	Census Tract 403.02	G5020	S	1099849	0	18.4089446	-66.1032144	Census Tract 403.02	Guaynabo	0.0882	0.2036	0.1006	0.5056	0.0814
413	72	61	40304	72061040304	Census Tract 403.04	G5020	S	1881793	0	18.3947648	-66.1182813	Census Tract 403.04	Guaynabo	0.0271	0.0599	0.0916	0.19	0.0135
414	72	61	40403	72061040403	Census Tract 404.03	G5020	S	2493970	0	18.3584245	-66.098947	Census Tract 404.03	Guaynabo	0.1085	0.707	0.0814	0.5531	0.2319
415	72	21	31403	72021031403	Census Tract 314.03	G5020	S	771273	0	18.3694753	-66.1707371	Census Tract 314.03	Bayamón	0.3981	0.8857	0.1843	0.026	0.2443
416	72	47	530300	72047530300	Census Tract 5303	G5020	S	2004996	0	18.3382985	-66.3146451	Census Tract 5303	Corozal	0.9242	0.9479	0.8416	0.9117	0.9966
417	72	47	530600	72047530600	Census Tract 5306	G5020	S	41364173	4258	18.2733446	-66.3340165	Census Tract 5306	Corozal	0.9411	0.7171	0.5633	0.0814	0.6527
418	72	47	530100	72047530100	Census Tract 5301	G5020	S	11349723	338	18.3555231	-66.3164976	Census Tract 5301	Corozal	0.561	0.3472	0.7432	0.4773	0.5542
419	72	47	530500	72047530500	Census Tract 5305	G5020	S	29154310	1683	18.307863	-66.3321583	Census Tract 5305	Corozal	0.8178	0.2963	0.6832	0.104	0.4423
420	72	47	530200	72047530200	Census Tract 5302	G5020	S	10628384	7839	18.3395832	-66.3418339	Census Tract 5302	Corozal	0.5497	0.578	0.5022	0.9027	0.7386
421	72	47	530400	72047530400	Census Tract 5304	G5020	S	15746952	2166	18.3173184	-66.293125	Census Tract 5304	Corozal	0.6425	0.207	0.8088	0.8597	0.7296
422	72	21	30700	72021030700	Census Tract 307	G5020	S	248866	0	18.3945408	-66.164216	Census Tract 307	Bayamón	0.8009	0.9174	0.6628	0.9083	0.9694
423	72	153	750101	72153750101	Census Tract 7501.01	G5020	S	52064707	28889	18.1229524	-66.8389726	Census Tract 7501.01	Yauco	0.6561	0.13	0.8914	0.8133	0.7194
424	72	153	750300	72153750300	Census Tract 7503	G5020	S	1974066	0	18.0422148	-66.8651425	Census Tract 7503	Yauco	0.1199	0.4208	0.7307	0.1346	0.216
425	72	153	750201	72153750201	Census Tract 7502.01	G5020	S	49692674	1273971	18.0904386	-66.8923187	Census Tract 7502.01	Yauco	0.7036	0.3981	0.8371	0.3619	0.6515
426	72	153	750601	72153750601	Census Tract 7506.01	G5020	S	10987037	4527	18.0178085	-66.83907	Census Tract 7506.01	Yauco	0.4196	0.664	0.5305	0.0022	0.3042
427	72	153	750102	72153750102	Census Tract 7501.02	G5020	S	23569179	14373	18.0627868	-66.8397928	Census Tract 7501.02	Yauco	0.88	0.3993	0.9875	0.3235	0.7613
428	72	153	750502	72153750502	Census Tract 7505.02	G5020	S	689929	0	18.024746	-66.8604423	Census Tract 7505.02	Yauco	0.3427	0.7794	0.1968	0.1278	0.2296
429	72	153	750501	72153750501	Census Tract 7505.01	G5020	S	1795740	0	18.0312405	-66.8672496	Census Tract 7505.01	Yauco	0.0656	0.5633	0.7839	0.2895	0.3461
430	72	153	750202	72153750202	Census Tract 7502.02	G5020	S	11189058	41498	18.062996	-66.8713893	Census Tract 7502.02	Yauco	0.9196	0.6108	0.7432	0.957	0.9592
431	72	153	750400	72153750400	Census Tract 7504	G5020	S	2566176	7096	18.0343691	-66.850874	Census Tract 7504	Yauco	0.1911	0.1425	0.5384	0.7386	0.302
432	72	1	956600	72001956600	Census Tract 9566	G5020	S	1981101	0	18.1673007	-66.7243041	Census Tract 9566	Adjuntas	0.9671	0.4524	0.8461	0.5588	0.8563
433	72	1	956800	72001956800	Census Tract 9568	G5020	S	42529232	210359	18.1555821	-66.7010459	Census Tract 9568	Adjuntas	0.759	0.3201	0.9253	0.3178	0.6572
434	72	65	310200	72065310200	Census Tract 3102	G5020	S	3796640	1183619	18.4839223	-66.825117	Census Tract 3102	Hatillo	0.3552	0.1063	0.5757	0.4751	0.2533
435	72	65	310400	72065310400	Census Tract 3104	G5020	S	22619031	31673	18.446227	-66.7940717	Census Tract 3104	Hatillo	0.4004	0.0554	0.5735	0.1368	0.147
436	72	65	310500	72065310500	Census Tract 3105	G5020	S	21186388	31155	18.407397	-66.7949793	Census Tract 3105	Hatillo	0.3291	0.0497	0.6052	0.3563	0.1968
437	72	65	310600	72065310600	Census Tract 3106	G5020	S	39737167	5796	18.3525434	-66.7912213	Census Tract 3106	Hatillo	0.6685	0.1018	0.785	0.1549	0.354
438	72	65	310300	72065310300	Census Tract 3103	G5020	S	9477925	692	18.4645433	-66.8132283	Census Tract 3103	Hatillo	0.2466	0.061	0.578	0.0056	0.0791
439	72	31	50105	72031050105	Census Tract 501.05	G5020	S	700868	227498	18.4244559	-66.0092229	Census Tract 501.05	Carolina	0.1923	0.1776	0.2794	0.4898	0.1391
440	72	31	50211	72031050211	Census Tract 502.11	G5020	S	1293462	244023	18.435572	-65.972521	Census Tract 502.11	Carolina	0.1662	0.6504	0.2726	0.6459	0.3665
441	72	57	270600	72057270600	Census Tract 2706	G5020	S	1449714	2575	17.9776345	-66.1174121	Census Tract 2706	Guayama	0.2149	0.8733	0.9762	0.7307	0.8484
442	72	57	270800	72057270800	Census Tract 2708	G5020	S	2291447	5456	17.9708738	-66.120913	Census Tract 2708	Guayama	0.0972	0.8823	0.8642	0.6889	0.7386
443	72	91	570800	72091570800	Census Tract 5708	G5020	S	30613836	111513	18.3955279	-66.4705004	Census Tract 5708	Manatí	0.5101	0.345	0.4638	0.5633	0.4321
444	72	91	570100	72091570100	Census Tract 5701	G5020	S	17104524	3455824	18.4594475	-66.4556645	Census Tract 5701	Manatí	0.9015	0.9061	0.3846	0.7997	0.9038
445	72	91	570700	72091570700	Census Tract 5707	G5020	S	34879165	304634	18.3936382	-66.522	Census Tract 5707	Manatí	0.7635	0.3665	0.5339	0.4717	0.5599
446	72	31	50221	72031050221	Census Tract 502.21	G5020	S	3175905	612971	18.4212811	-66.0021286	Census Tract 502.21	Carolina	0.0848	0.2737	0.2805	0.3744	0.1029
447	72	31	50222	72031050222	Census Tract 502.22	G5020	S	1335606	0	18.4119313	-65.9794667	Census Tract 502.22	Carolina	0.4411	0.8122	0.1934	0.6504	0.5429
448	72	31	50232	72031050232	Census Tract 502.32	G5020	S	1429213	30204	18.3973492	-65.9758942	Census Tract 502.32	Carolina	0.1821	0.6877	0.5045	0.0237	0.2126
449	72	31	50241	72031050241	Census Tract 502.41	G5020	S	950241	54840	18.4218335	-65.9731544	Census Tract 502.41	Carolina	0.104	0.3959	0.3337	0.5803	0.2183
450	72	31	50242	72031050242	Census Tract 502.42	G5020	S	949698	20802	18.4021273	-65.97251	Census Tract 502.42	Carolina	0.3393	0.8382	0.4162	0.0554	0.3178
451	72	31	50302	72031050302	Census Tract 503.02	G5020	S	975783	0	18.3998395	-65.9847135	Census Tract 503.02	Carolina	0.4377	0.3167	0.3778	0.8042	0.4649
452	72	31	50321	72031050321	Census Tract 503.21	G5020	S	834915	15870	18.4158001	-65.9976711	Census Tract 503.21	Carolina	0.2873	0.8529	0.147	0.3518	0.3144
453	72	31	50331	72031050331	Census Tract 503.31	G5020	S	412452	0	18.412019	-65.996182	Census Tract 503.31	Carolina	0.1515	0.3427	0.3031	0.2239	0.104
454	72	31	50401	72031050401	Census Tract 504.01	G5020	S	608882	0	18.3942513	-65.996354	Census Tract 504.01	Carolina	0.1018	0.6674	0.0701	0.423	0.1798
455	72	31	50504	72031050504	Census Tract 505.04	G5020	S	2950203	70892	18.3638704	-65.9732972	Census Tract 505.04	Carolina	0.2658	0.7567	0.2262	0.8337	0.535
456	72	31	50600	72031050600	Census Tract 506	G5020	S	1582247	20576	18.3862011	-65.9638937	Census Tract 506	Carolina	0.6493	0.9966	0.6583	0.7884	0.9287
457	72	31	50700	72031050700	Census Tract 507	G5020	S	295838	0	18.3828616	-65.9567447	Census Tract 507	Carolina	0.509	0.8303	0.707	0.5022	0.7432
458	72	31	50803	72031050803	Census Tract 508.03	G5020	S	679068	0	18.3913292	-65.9553286	Census Tract 508.03	Carolina	0.1063	0.8438	0.5237	0.6628	0.561
459	72	31	50812	72031050812	Census Tract 508.12	G5020	S	840845	23022	18.39931	-65.959845	Census Tract 508.12	Carolina	0.4174	0.9321	0.207	0.9966	0.7466
460	72	31	50822	72031050822	Census Tract 508.22	G5020	S	741453	54914	18.4004746	-65.9624116	Census Tract 508.22	Carolina	0.1549	0.7115	0.4355	0.7273	0.5124
461	72	31	50831	72031050831	Census Tract 508.31	G5020	S	1090538	5715	18.402161	-65.9522929	Census Tract 508.31	Carolina	0.5226	0.4728	0.733	0.2613	0.4886
462	72	31	50341	72031050341	Census Tract 503.41	G5020	S	822514	0	18.4077898	-65.9896289	Census Tract 503.41	Carolina	0.7941	0.9841	0.6006	0.6312	0.9072
463	72	97	82001	72097082001	Census Tract 820.01	G5020	S	8018211	1692474	18.1643489	-67.1605558	Census Tract 820.01	Mayagüez	0.4423	0.5995	0.3891	0.4321	0.4219
464	72	31	50841	72031050841	Census Tract 508.41	G5020	S	4333453	135507	18.3895438	-65.9431955	Census Tract 508.41	Carolina	0.776	0.242	0.8789	0.7477	0.7794
465	72	31	50311	72031050311	Census Tract 503.11	G5020	S	807595	3242	18.4151335	-65.9883399	Census Tract 503.11	Carolina	0.0576	0.9457	0.3269	0.3789	0.3529
466	72	57	270300	72057270300	Census Tract 2703	G5020	S	16081765	1106809	17.9874305	-66.0885082	Census Tract 2703	Guayama	0.1753	0.5769	0.7488	0.6493	0.569
